country (income_per_person_gdpperc.csv),Region,Year 1,Income,Life Expectancy,Population
Guyana,AMERICA SOUTH,1802,1210,31.1,166000
Ecuador,AMERICA SOUTH,1802,529,32.9,500000
Colombia,AMERICA SOUTH,1802,927,32,1210000
Chile,AMERICA SOUTH,1802,744,32,771000
Brazil,AMERICA SOUTH,1802,1120,32,2650000
Bolivia,AMERICA SOUTH,1802,854,33,906000
Argentina,AMERICA SOUTH,1802,1650,33.2,506000
United States,AMERICA NORTH,1802,2050,39.4,6230000
Trinidad and Tobago,AMERICA NORTH,1802,1230,32.9,22300
St. Vincent and the Grenadines,AMERICA NORTH,1802,838,26,25800
St. Lucia,AMERICA NORTH,1802,875,28,24000
Panama,AMERICA NORTH,1802,847,32.9,76700
Nicaragua,AMERICA NORTH,1802,973,25.4,186000
Mexico,AMERICA NORTH,1802,1520,26.9,5230000
Jamaica,AMERICA NORTH,1802,1360,34.2,309000
Honduras,AMERICA NORTH,1802,675,33.9,130000
Haiti,AMERICA NORTH,1802,634,29,519000
Guatemala,AMERICA NORTH,1802,857,25.8,475000
Grenada,AMERICA NORTH,1802,959,31.4,29400
El Salvador,AMERICA NORTH,1802,975,28.7,229000
Dominican Republic,AMERICA NORTH,1802,667,29.9,142000
Dominica,AMERICA NORTH,1802,663,,20000
Cuba,AMERICA NORTH,1802,917,32.5,316000
Costa Rica,AMERICA NORTH,1802,775,30.2,53900
Canada,AMERICA NORTH,1802,1330,39,525000
Belize,AMERICA NORTH,1802,579,26.5,25500
Barbados,AMERICA NORTH,1802,914,32.1,81700
Bahamas,AMERICA NORTH,1802,1450,35.2,27400
Antigua and Barbuda,AMERICA NORTH,1802,757,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1802,871,33.7,1090000
Zambia,AFRICA SUB SAHARAN,1802,667,32.6,770000
Uganda,AFRICA SUB SAHARAN,1802,464,25.3,2460000
Togo,AFRICA SUB SAHARAN,1802,683,31.3,446000
Tanzania,AFRICA SUB SAHARAN,1802,562,32.2,3000000
Sudan,AFRICA SUB SAHARAN,1802,518,31.4,4000000
South Sudan,AFRICA SUB SAHARAN,1802,507,26.7,1030000
South Africa,AFRICA SUB SAHARAN,1802,2230,33.5,1460000
Somalia,AFRICA SUB SAHARAN,1802,695,29.4,990000
Sierra Leone,AFRICA SUB SAHARAN,1802,734,25.1,794000
Seychelles,AFRICA SUB SAHARAN,1802,798,37,12500
Senegal,AFRICA SUB SAHARAN,1802,497,25.2,1010000
Sao Tome and Principe,AFRICA SUB SAHARAN,1802,853,31,22700
Rwanda,AFRICA SUB SAHARAN,1802,432,25,928000
Nigeria,AFRICA SUB SAHARAN,1802,854,30.4,12100000
Niger,AFRICA SUB SAHARAN,1802,446,30.8,853000
Namibia,AFRICA SUB SAHARAN,1802,540,32.4,223000
Mozambique,AFRICA SUB SAHARAN,1802,391,30.3,2010000
Mauritius,AFRICA SUB SAHARAN,1802,940,28.7,62400
Mauritania,AFRICA SUB SAHARAN,1802,528,32,383000
Mali,AFRICA SUB SAHARAN,1802,603,26.4,1400000
Malawi,AFRICA SUB SAHARAN,1802,350,30.3,769000
Madagascar,AFRICA SUB SAHARAN,1802,573,30.5,1520000
Liberia,AFRICA SUB SAHARAN,1802,797,31.1,314000
Lesotho,AFRICA SUB SAHARAN,1802,352,32.8,276000
Kenya,AFRICA SUB SAHARAN,1802,859,25.5,2600000
Guinea-Bissau,AFRICA SUB SAHARAN,1802,567,32,218000
Guinea,AFRICA SUB SAHARAN,1802,450,29.5,984000
Ghana,AFRICA SUB SAHARAN,1802,697,28,2020000
Gambia,AFRICA SUB SAHARAN,1802,814,28.8,103000
Gabon,AFRICA SUB SAHARAN,1802,390,30.6,158000
Ethiopia,AFRICA SUB SAHARAN,1802,523,29.7,12000000
Eritrea,AFRICA SUB SAHARAN,1802,532,30.2,205000
Equatorial Guinea,AFRICA SUB SAHARAN,1802,357,29.8,80400
Cote d'Ivoire,AFRICA SUB SAHARAN,1802,819,31.2,1090000
"Congo, Rep.",AFRICA SUB SAHARAN,1802,578,32.7,314000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1802,489,31.6,5160000
Comoros,AFRICA SUB SAHARAN,1802,697,32.1,56300
Chad,AFRICA SUB SAHARAN,1802,418,30.9,1440000
Central African Republic,AFRICA SUB SAHARAN,1802,424,30,479000
Cape Verde,AFRICA SUB SAHARAN,1802,529,33.8,55700
Cameroon,AFRICA SUB SAHARAN,1802,626,28.8,1860000
Burundi,AFRICA SUB SAHARAN,1802,419,31.5,899000
Burkina Faso,AFRICA SUB SAHARAN,1802,480,29.2,1670000
Botswana,AFRICA SUB SAHARAN,1802,397,33.6,120000
Benin,AFRICA SUB SAHARAN,1802,597,31,637000
Angola,AFRICA SUB SAHARAN,1802,623,27,1570000
Tunisia,AFRICA NORTH,1802,716,28.8,807000
Morocco,AFRICA NORTH,1802,715,33.1,2520000
Libya,AFRICA NORTH,1802,1050,33.1,230000
Egypt,AFRICA NORTH,1802,1600,33,3560000
Djibouti,AFRICA NORTH,1802,757,29.9,22800
Algeria,AFRICA NORTH,1802,717,28.8,2520000
North Macedonia,,1802,690,36.1,392000
Eswatini,,1802,490,32.3,85100
United Kingdom,EUROPE WEST,1803,3190,37.3,11100000
Switzerland,EUROPE WEST,1803,2700,38,1780000
Sweden,EUROPE WEST,1803,1490,40.3,2470000
Spain,EUROPE WEST,1803,1620,29.5,11600000
Portugal,EUROPE WEST,1803,1870,35.6,2830000
Poland,EUROPE WEST,1803,1020,35.9,9200000
Norway,EUROPE WEST,1803,2550,38.7,895000
Netherlands,EUROPE WEST,1803,3330,39.9,2010000
Malta,EUROPE WEST,1803,782,28.7,134000
Luxembourg,EUROPE WEST,1803,1450,36.9,127000
Italy,EUROPE WEST,1803,2910,29.7,19200000
Ireland,EUROPE WEST,1803,1490,38.3,5490000
Iceland,EUROPE WEST,1803,927,19.6,61400
Greece,EUROPE WEST,1803,1380,36.6,2260000
Germany,EUROPE WEST,1803,2040,38.4,18900000
France,EUROPE WEST,1803,1850,30.6,29300000
Denmark,EUROPE WEST,1803,2020,44.8,1020000
Cyprus,EUROPE WEST,1803,854,38.5,184000
Belgium,EUROPE WEST,1803,2400,40,3280000
Austria,EUROPE WEST,1803,1870,34.4,3050000
Andorra,EUROPE WEST,1803,1200,,2650
Ukraine,EUROPE EAST,1803,766,36.6,11200000
Turkey,EUROPE EAST,1803,1190,35,9810000
Slovenia,EUROPE EAST,1803,1410,36.6,470000
Slovak Republic,EUROPE EAST,1803,1430,36.4,2140000
Serbia,EUROPE EAST,1803,1360,35.5,2150000
Russia,EUROPE EAST,1803,1440,29.6,31300000
Romania,EUROPE EAST,1803,377,35.7,5630000
Montenegro,EUROPE EAST,1803,1060,35.4,127000
Moldova,EUROPE EAST,1803,621,33.1,713000
Lithuania,EUROPE EAST,1803,1270,28.9,779000
Latvia,EUROPE EAST,1803,754,33,591000
Hungary,EUROPE EAST,1803,1250,36,3370000
Georgia,EUROPE EAST,1803,543,31.9,1070000
Finland,EUROPE EAST,1803,1250,28.5,847000
Estonia,EUROPE EAST,1803,941,34.8,334000
Czech Republic,EUROPE EAST,1803,1920,35,5520000
Croatia,EUROPE EAST,1803,1110,36.1,1230000
Bulgaria,EUROPE EAST,1803,1090,35.9,2240000
Bosnia and Herzegovina,EUROPE EAST,1803,669,35.1,852000
Belarus,EUROPE EAST,1803,609,36.2,2360000
Azerbaijan,EUROPE EAST,1803,775,29.2,880000
Armenia,EUROPE EAST,1803,514,34,413000
Albania,EUROPE EAST,1803,667,35.4,405000
Vietnam,EAST ASIA PACIFIC,1803,778,32,4310000
Vanuatu,EAST ASIA PACIFIC,1803,586,24.3,27800
Tonga,EAST ASIA PACIFIC,1803,663,28.2,18600
Timor-Leste,EAST ASIA PACIFIC,1803,524,28.9,137000
Thailand,EAST ASIA PACIFIC,1803,795,30.4,3210000
South Korea,EAST ASIA PACIFIC,1803,462,25.8,9400000
Solomon Islands,EAST ASIA PACIFIC,1803,363,25.1,57000
Singapore,EAST ASIA PACIFIC,1803,1020,29.1,30000
Samoa,EAST ASIA PACIFIC,1803,1400,25.4,47300
Philippines,EAST ASIA PACIFIC,1803,1090,30.9,2310000
Papua New Guinea,EAST ASIA PACIFIC,1803,546,31.5,755000
North Korea,EAST ASIA PACIFIC,1803,249,26,4350000
New Zealand,EAST ASIA PACIFIC,1803,658,34,180000
Myanmar,EAST ASIA PACIFIC,1803,594,30.8,5540000
Mongolia,EAST ASIA PACIFIC,1803,592,31.8,603000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1803,519,26.7,16400
Marshall Islands,EAST ASIA PACIFIC,1803,540,,5830
Malaysia,EAST ASIA PACIFIC,1803,1120,30.6,287000
Lao,EAST ASIA PACIFIC,1803,865,31.9,470000
Kiribati,EAST ASIA PACIFIC,1803,552,24.9,17900
Japan,EAST ASIA PACIFIC,1803,1010,36.4,28400000
Indonesia,EAST ASIA PACIFIC,1803,979,30,16200000
Fiji,EAST ASIA PACIFIC,1803,785,26.1,131000
China,EAST ASIA PACIFIC,1803,732,32,335000000
Cambodia,EAST ASIA PACIFIC,1803,385,35,2090000
Brunei,EAST ASIA PACIFIC,1803,1510,29.2,2260
Australia,EAST ASIA PACIFIC,1803,831,34,216000
Yemen,ASIA WEST,1803,884,23.4,2590000
Uzbekistan,ASIA WEST,1803,502,26.9,1920000
United Arab Emirates,ASIA WEST,1803,1010,30.7,40200
Turkmenistan,ASIA WEST,1803,946,24,367000
Tajikistan,ASIA WEST,1803,557,24.2,467000
Syria,ASIA WEST,1803,503,31.1,1260000
Sri Lanka,ASIA WEST,1803,799,32.6,1660000
Saudi Arabia,ASIA WEST,1803,2370,32.1,2010000
Qatar,ASIA WEST,1803,1110,30.8,14100
Palestine,ASIA WEST,1803,675,32.1,166000
Pakistan,ASIA WEST,1803,1020,25.8,13200000
Oman,ASIA WEST,1803,916,32.3,303000
Nepal,ASIA WEST,1803,621,32.8,3980000
Maldives,ASIA WEST,1803,843,32.6,42400
Lebanon,ASIA WEST,1803,2150,29.7,305000
Kyrgyz Republic,ASIA WEST,1803,508,23.9,530000
Kuwait,ASIA WEST,1803,1110,26,81300
Kazakhstan,ASIA WEST,1803,1140,26.2,2040000
Jordan,ASIA WEST,1803,1130,31.7,202000
Israel,ASIA WEST,1803,880,32,210000
Iraq,ASIA WEST,1803,3840,31.2,1010000
Iran,ASIA WEST,1803,1530,25.6,6080000
India,ASIA WEST,1803,854,24,202000000
Bhutan,ASIA WEST,1803,630,28.8,392000
Bangladesh,ASIA WEST,1803,876,25.5,19300000
Bahrain,ASIA WEST,1803,1250,30.3,64500
Afghanistan,ASIA WEST,1803,603,28.2,3280000
Venezuela,AMERICA SOUTH,1803,1190,32.2,936000
Uruguay,AMERICA SOUTH,1803,1830,32.9,55000
Suriname,AMERICA SOUTH,1803,1640,32.9,80700
Peru,AMERICA SOUTH,1803,1040,35.7,1280000
Paraguay,AMERICA SOUTH,1803,835,35.5,268000
Guyana,AMERICA SOUTH,1803,1220,31.1,166000
Ecuador,AMERICA SOUTH,1803,529,32.9,500000
Colombia,AMERICA SOUTH,1803,923,32,1210000
Chile,AMERICA SOUTH,1803,744,32,771000
Brazil,AMERICA SOUTH,1803,1120,32,2730000
Bolivia,AMERICA SOUTH,1803,854,33,916000
Argentina,AMERICA SOUTH,1803,1650,33.2,492000
United States,AMERICA NORTH,1803,2020,39.4,6350000
Trinidad and Tobago,AMERICA NORTH,1803,1230,32.9,23600
St. Vincent and the Grenadines,AMERICA NORTH,1803,838,26,25800
St. Lucia,AMERICA NORTH,1803,875,28,24000
Panama,AMERICA NORTH,1803,847,32.9,77300
Nicaragua,AMERICA NORTH,1803,974,25.4,186000
Mexico,AMERICA NORTH,1803,1510,26.9,5300000
Jamaica,AMERICA NORTH,1803,1360,34.2,313000
Honduras,AMERICA NORTH,1803,675,33.9,131000
Haiti,AMERICA NORTH,1803,634,29,528000
Guatemala,AMERICA NORTH,1803,857,25.8,481000
Grenada,AMERICA NORTH,1803,959,31.4,29400
El Salvador,AMERICA NORTH,1803,975,28.7,219000
Dominican Republic,AMERICA NORTH,1803,667,29.9,139000
Dominica,AMERICA NORTH,1803,663,,20000
Cuba,AMERICA NORTH,1803,925,32.6,340000
Costa Rica,AMERICA NORTH,1803,775,30.2,54400
Canada,AMERICA NORTH,1803,1340,39,538000
Belize,AMERICA NORTH,1803,579,26.5,25500
Barbados,AMERICA NORTH,1803,914,32.1,81700
Bahamas,AMERICA NORTH,1803,1450,35.2,27400
Antigua and Barbuda,AMERICA NORTH,1803,757,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1803,872,33.7,1090000
Zambia,AFRICA SUB SAHARAN,1803,668,32.6,782000
Uganda,AFRICA SUB SAHARAN,1803,464,25.3,2440000
Togo,AFRICA SUB SAHARAN,1803,683,31.3,446000
Tanzania,AFRICA SUB SAHARAN,1803,562,32.2,3000000
Sudan,AFRICA SUB SAHARAN,1803,518,31.4,4010000
South Sudan,AFRICA SUB SAHARAN,1803,507,26.7,1030000
South Africa,AFRICA SUB SAHARAN,1803,2200,33.5,1460000
Somalia,AFRICA SUB SAHARAN,1803,696,29.4,990000
Sierra Leone,AFRICA SUB SAHARAN,1803,734,25.1,794000
Seychelles,AFRICA SUB SAHARAN,1803,801,37,12500
Senegal,AFRICA SUB SAHARAN,1803,497,25.2,1010000
Sao Tome and Principe,AFRICA SUB SAHARAN,1803,855,31,22700
Rwanda,AFRICA SUB SAHARAN,1803,433,31.8,928000
Nigeria,AFRICA SUB SAHARAN,1803,856,30.4,12100000
Niger,AFRICA SUB SAHARAN,1803,446,30.8,853000
Namibia,AFRICA SUB SAHARAN,1803,540,32.4,220000
Mozambique,AFRICA SUB SAHARAN,1803,391,30.3,2010000
Mauritius,AFRICA SUB SAHARAN,1803,940,28.7,64200
Mauritania,AFRICA SUB SAHARAN,1803,528,32,383000
Mali,AFRICA SUB SAHARAN,1803,603,26.4,1400000
Malawi,AFRICA SUB SAHARAN,1803,350,30.3,786000
Madagascar,AFRICA SUB SAHARAN,1803,573,30.5,1530000
Liberia,AFRICA SUB SAHARAN,1803,797,31.1,314000
Lesotho,AFRICA SUB SAHARAN,1803,352,32.8,276000
Kenya,AFRICA SUB SAHARAN,1803,862,25.5,2620000
Guinea-Bissau,AFRICA SUB SAHARAN,1803,567,32,218000
Guinea,AFRICA SUB SAHARAN,1803,450,29.5,984000
Ghana,AFRICA SUB SAHARAN,1803,697,28,2020000
Gambia,AFRICA SUB SAHARAN,1803,814,28.8,103000
Gabon,AFRICA SUB SAHARAN,1803,390,30.6,158000
Ethiopia,AFRICA SUB SAHARAN,1803,523,29.7,12000000
Eritrea,AFRICA SUB SAHARAN,1803,532,30.2,205000
Equatorial Guinea,AFRICA SUB SAHARAN,1803,357,29.8,80400
Cote d'Ivoire,AFRICA SUB SAHARAN,1803,822,31.2,1090000
"Congo, Rep.",AFRICA SUB SAHARAN,1803,580,32.7,314000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1803,491,31.6,5160000
Comoros,AFRICA SUB SAHARAN,1803,698,32.1,56300
Chad,AFRICA SUB SAHARAN,1803,418,30.9,1450000
Central African Republic,AFRICA SUB SAHARAN,1803,424,30,479000
Cape Verde,AFRICA SUB SAHARAN,1803,529,33.8,55700
Cameroon,AFRICA SUB SAHARAN,1803,626,28.8,1860000
Burundi,AFRICA SUB SAHARAN,1803,419,31.5,899000
Burkina Faso,AFRICA SUB SAHARAN,1803,480,29.2,1670000
Botswana,AFRICA SUB SAHARAN,1803,397,33.6,120000
Benin,AFRICA SUB SAHARAN,1803,597,31,637000
Angola,AFRICA SUB SAHARAN,1803,626,27,1570000
Tunisia,AFRICA NORTH,1803,716,28.8,811000
Morocco,AFRICA NORTH,1803,715,33.1,2530000
Libya,AFRICA NORTH,1803,1050,33.1,230000
Egypt,AFRICA NORTH,1803,1600,33,3600000
Djibouti,AFRICA NORTH,1803,759,29.9,22800
Algeria,AFRICA NORTH,1803,718,28.8,2530000
North Macedonia,,1803,690,36.1,392000
Eswatini,,1803,490,32.3,84700
United Kingdom,EUROPE WEST,1804,3140,41.4,11200000
Switzerland,EUROPE WEST,1804,2700,38,1790000
Sweden,EUROPE WEST,1804,1390,39.7,2460000
Spain,EUROPE WEST,1804,1630,29.5,11600000
Portugal,EUROPE WEST,1804,1960,35.6,2850000
Poland,EUROPE WEST,1804,1000,35.9,9270000
Norway,EUROPE WEST,1804,2550,40.5,894000
Netherlands,EUROPE WEST,1804,3330,39.9,2020000
Malta,EUROPE WEST,1804,782,28.7,134000
Luxembourg,EUROPE WEST,1804,1450,36.9,127000
Italy,EUROPE WEST,1804,3040,29.7,19200000
Ireland,EUROPE WEST,1804,1500,38.3,5580000
Iceland,EUROPE WEST,1804,927,24.8,61400
Greece,EUROPE WEST,1804,1390,36.6,2260000
Germany,EUROPE WEST,1804,2050,38.4,19200000
France,EUROPE WEST,1804,1850,29.4,29400000
Denmark,EUROPE WEST,1804,2030,42.8,1030000
Cyprus,EUROPE WEST,1804,854,38.5,184000
Belgium,EUROPE WEST,1804,2400,40,3290000
Austria,EUROPE WEST,1804,1880,34.4,3070000
Andorra,EUROPE WEST,1804,1210,,2650
Ukraine,EUROPE EAST,1804,767,36.6,11200000
Turkey,EUROPE EAST,1804,1200,35,9820000
Slovenia,EUROPE EAST,1804,1410,36.6,470000
Slovak Republic,EUROPE EAST,1804,1430,36.4,2140000
Serbia,EUROPE EAST,1804,1360,35.5,2150000
Russia,EUROPE EAST,1804,1440,29.6,31300000
Romania,EUROPE EAST,1804,377,35.7,5670000
Montenegro,EUROPE EAST,1804,1060,35.4,127000
Moldova,EUROPE EAST,1804,621,33.1,713000
Lithuania,EUROPE EAST,1804,1280,28.9,779000
Latvia,EUROPE EAST,1804,754,33,591000
Hungary,EUROPE EAST,1804,1250,36,3410000
Georgia,EUROPE EAST,1804,543,31.9,1070000
Finland,EUROPE EAST,1804,1250,35.9,863000
Estonia,EUROPE EAST,1804,942,34.4,334000
Czech Republic,EUROPE EAST,1804,1920,35,5520000
Croatia,EUROPE EAST,1804,1120,36.1,1230000
Bulgaria,EUROPE EAST,1804,1090,36,2240000
Bosnia and Herzegovina,EUROPE EAST,1804,669,35.1,852000
Belarus,EUROPE EAST,1804,609,36.2,2360000
Azerbaijan,EUROPE EAST,1804,775,29.2,880000
Armenia,EUROPE EAST,1804,514,34,413000
Albania,EUROPE EAST,1804,667,35.4,407000
Vietnam,EAST ASIA PACIFIC,1804,778,32,4410000
Vanuatu,EAST ASIA PACIFIC,1804,586,24.3,27800
Tonga,EAST ASIA PACIFIC,1804,663,28.2,18600
Timor-Leste,EAST ASIA PACIFIC,1804,525,28.9,137000
Thailand,EAST ASIA PACIFIC,1804,795,30.4,3280000
South Korea,EAST ASIA PACIFIC,1804,462,25.8,9400000
Solomon Islands,EAST ASIA PACIFIC,1804,363,25.1,57000
Singapore,EAST ASIA PACIFIC,1804,1020,29.1,30000
Samoa,EAST ASIA PACIFIC,1804,1400,25.4,47300
Philippines,EAST ASIA PACIFIC,1804,1090,30.9,2260000
Papua New Guinea,EAST ASIA PACIFIC,1804,547,31.5,755000
North Korea,EAST ASIA PACIFIC,1804,249,26,4350000
New Zealand,EAST ASIA PACIFIC,1804,659,34,174000
Myanmar,EAST ASIA PACIFIC,1804,594,30.8,5390000
Mongolia,EAST ASIA PACIFIC,1804,592,31.8,604000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1804,519,26.7,16400
Marshall Islands,EAST ASIA PACIFIC,1804,540,,5830
Malaysia,EAST ASIA PACIFIC,1804,1120,30.6,287000
Lao,EAST ASIA PACIFIC,1804,865,31.9,470000
Kiribati,EAST ASIA PACIFIC,1804,553,24.9,17900
Japan,EAST ASIA PACIFIC,1804,1010,36.4,28600000
Indonesia,EAST ASIA PACIFIC,1804,975,30,16300000
Fiji,EAST ASIA PACIFIC,1804,785,26.1,131000
China,EAST ASIA PACIFIC,1804,730,32,336000000
Cambodia,EAST ASIA PACIFIC,1804,385,35,2090000
Brunei,EAST ASIA PACIFIC,1804,1510,29.2,2260
Australia,EAST ASIA PACIFIC,1804,836,34,222000
Yemen,ASIA WEST,1804,887,23.4,2590000
Uzbekistan,ASIA WEST,1804,503,26.9,1920000
United Arab Emirates,ASIA WEST,1804,1010,30.7,40200
Turkmenistan,ASIA WEST,1804,947,24,367000
Tajikistan,ASIA WEST,1804,557,24.2,467000
Syria,ASIA WEST,1804,503,31.1,1270000
Sri Lanka,ASIA WEST,1804,799,32.6,1630000
Saudi Arabia,ASIA WEST,1804,2370,32.1,2020000
Qatar,ASIA WEST,1804,1110,30.8,14100
Palestine,ASIA WEST,1804,675,32.1,166000
Pakistan,ASIA WEST,1804,1020,25.8,13200000
Oman,ASIA WEST,1804,916,32.3,304000
Nepal,ASIA WEST,1804,621,32.8,3980000
Maldives,ASIA WEST,1804,843,32.6,42400
Lebanon,ASIA WEST,1804,2160,29.7,306000
Kyrgyz Republic,ASIA WEST,1804,508,23.9,530000
Kuwait,ASIA WEST,1804,1110,26,81300
Kazakhstan,ASIA WEST,1804,1150,26.2,2040000
Jordan,ASIA WEST,1804,1130,31.7,203000
Israel,ASIA WEST,1804,880,32,210000
Iraq,ASIA WEST,1804,3840,31.2,1020000
Iran,ASIA WEST,1804,1530,25.6,6110000
India,ASIA WEST,1804,849,23.5,202000000
Bhutan,ASIA WEST,1804,630,28.8,392000
Bangladesh,ASIA WEST,1804,876,25.5,19300000
Bahrain,ASIA WEST,1804,1260,30.3,64500
Afghanistan,ASIA WEST,1804,603,28.2,3280000
Venezuela,AMERICA SOUTH,1804,1190,32.2,916000
Uruguay,AMERICA SOUTH,1804,1840,32.9,55000
Suriname,AMERICA SOUTH,1804,1640,32.9,80700
Peru,AMERICA SOUTH,1804,1040,35.7,1280000
Paraguay,AMERICA SOUTH,1804,836,35.5,259000
Guyana,AMERICA SOUTH,1804,1220,31.1,166000
Ecuador,AMERICA SOUTH,1804,529,32.9,500000
Colombia,AMERICA SOUTH,1804,918,32,1210000
Chile,AMERICA SOUTH,1804,744,32,771000
Brazil,AMERICA SOUTH,1804,1120,32,2810000
Bolivia,AMERICA SOUTH,1804,854,33,926000
Argentina,AMERICA SOUTH,1804,1660,33.2,479000
United States,AMERICA NORTH,1804,2010,39.4,6470000
Trinidad and Tobago,AMERICA NORTH,1804,1230,32.9,24900
St. Vincent and the Grenadines,AMERICA NORTH,1804,838,26,25800
St. Lucia,AMERICA NORTH,1804,875,28,24000
Panama,AMERICA NORTH,1804,848,32.9,77800
Nicaragua,AMERICA NORTH,1804,974,25.4,186000
Mexico,AMERICA NORTH,1804,1480,26.9,5370000
Jamaica,AMERICA NORTH,1804,1360,34.2,318000
Honduras,AMERICA NORTH,1804,675,33.9,131000
Haiti,AMERICA NORTH,1804,634,29,538000
Guatemala,AMERICA NORTH,1804,858,25.8,488000
Grenada,AMERICA NORTH,1804,959,31.4,29400
El Salvador,AMERICA NORTH,1804,975,28.7,211000
Dominican Republic,AMERICA NORTH,1804,667,29.9,135000
Dominica,AMERICA NORTH,1804,663,,20000
Cuba,AMERICA NORTH,1804,932,32.7,366000
Costa Rica,AMERICA NORTH,1804,775,30.2,54900
Canada,AMERICA NORTH,1804,1350,39,551000
Belize,AMERICA NORTH,1804,579,26.5,25500
Barbados,AMERICA NORTH,1804,914,32.1,81700
Bahamas,AMERICA NORTH,1804,1450,35.2,27400
Antigua and Barbuda,AMERICA NORTH,1804,757,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1804,873,33.7,1090000
Zambia,AFRICA SUB SAHARAN,1804,670,32.6,794000
Uganda,AFRICA SUB SAHARAN,1804,464,25.3,2410000
Togo,AFRICA SUB SAHARAN,1804,683,31.3,446000
Tanzania,AFRICA SUB SAHARAN,1804,562,32.2,3000000
Sudan,AFRICA SUB SAHARAN,1804,519,31.4,4020000
South Sudan,AFRICA SUB SAHARAN,1804,508,26.7,1030000
South Africa,AFRICA SUB SAHARAN,1804,2180,33.5,1470000
Somalia,AFRICA SUB SAHARAN,1804,696,29.4,991000
Sierra Leone,AFRICA SUB SAHARAN,1804,734,25.1,794000
Seychelles,AFRICA SUB SAHARAN,1804,804,37,12500
Senegal,AFRICA SUB SAHARAN,1804,497,25.2,1010000
Sao Tome and Principe,AFRICA SUB SAHARAN,1804,857,31,22700
Rwanda,AFRICA SUB SAHARAN,1804,433,31.8,928000
Nigeria,AFRICA SUB SAHARAN,1804,857,30.4,12100000
Niger,AFRICA SUB SAHARAN,1804,446,30.8,853000
Namibia,AFRICA SUB SAHARAN,1804,540,32.4,217000
Mozambique,AFRICA SUB SAHARAN,1804,391,30.3,2020000
Mauritius,AFRICA SUB SAHARAN,1804,941,28.7,66000
Mauritania,AFRICA SUB SAHARAN,1804,528,32,383000
Mali,AFRICA SUB SAHARAN,1804,603,26.4,1400000
Malawi,AFRICA SUB SAHARAN,1804,350,30.3,803000
Madagascar,AFRICA SUB SAHARAN,1804,573,30.5,1530000
Liberia,AFRICA SUB SAHARAN,1804,797,31.1,314000
Lesotho,AFRICA SUB SAHARAN,1804,352,32.8,276000
Kenya,AFRICA SUB SAHARAN,1804,864,25.5,2630000
Guinea-Bissau,AFRICA SUB SAHARAN,1804,567,32,218000
Guinea,AFRICA SUB SAHARAN,1804,450,29.5,984000
Ghana,AFRICA SUB SAHARAN,1804,698,28,2020000
Gambia,AFRICA SUB SAHARAN,1804,815,28.8,103000
Gabon,AFRICA SUB SAHARAN,1804,390,30.6,158000
Ethiopia,AFRICA SUB SAHARAN,1804,523,29.7,12000000
Eritrea,AFRICA SUB SAHARAN,1804,532,30.2,205000
Equatorial Guinea,AFRICA SUB SAHARAN,1804,357,29.8,80400
Cote d'Ivoire,AFRICA SUB SAHARAN,1804,825,31.2,1090000
"Congo, Rep.",AFRICA SUB SAHARAN,1804,581,32.7,314000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1804,493,31.6,5160000
Comoros,AFRICA SUB SAHARAN,1804,699,32.1,56300
Chad,AFRICA SUB SAHARAN,1804,418,30.9,1460000
Central African Republic,AFRICA SUB SAHARAN,1804,424,30,479000
Cape Verde,AFRICA SUB SAHARAN,1804,530,33.8,55700
Cameroon,AFRICA SUB SAHARAN,1804,626,28.8,1860000
Burundi,AFRICA SUB SAHARAN,1804,420,31.5,899000
Burkina Faso,AFRICA SUB SAHARAN,1804,480,29.2,1670000
Botswana,AFRICA SUB SAHARAN,1804,397,33.6,119000
Benin,AFRICA SUB SAHARAN,1804,597,31,637000
Angola,AFRICA SUB SAHARAN,1804,628,27,1570000
Tunisia,AFRICA NORTH,1804,716,28.8,814000
Morocco,AFRICA NORTH,1804,715,33.1,2540000
Libya,AFRICA NORTH,1804,1050,33.1,231000
Egypt,AFRICA NORTH,1804,1600,33,3630000
Djibouti,AFRICA NORTH,1804,762,29.9,22800
Algeria,AFRICA NORTH,1804,719,28.8,2540000
North Macedonia,,1804,690,36.1,392000
Eswatini,,1804,490,32.3,84200
United Kingdom,EUROPE WEST,1805,3280,42.3,11300000
Switzerland,EUROPE WEST,1805,2700,38,1810000
Sweden,EUROPE WEST,1805,1480,41,2450000
Spain,EUROPE WEST,1805,1640,29.5,11700000
Portugal,EUROPE WEST,1805,1870,35.6,2880000
Poland,EUROPE WEST,1805,976,35.9,9340000
Norway,EUROPE WEST,1805,2550,44.3,892000
Netherlands,EUROPE WEST,1805,3330,39.9,2020000
Malta,EUROPE WEST,1805,782,28.7,134000
Luxembourg,EUROPE WEST,1805,1450,36.9,127000
Italy,EUROPE WEST,1805,2940,29.7,19300000
Ireland,EUROPE WEST,1805,1510,38.3,5660000
